NAME NODE;CPU (cores);MEMORY (bytes);ACTIVE PODS;TASK;PARAMETER;EXECUTION START TIME (seconds)
cs-modeling1;1981m;1147Mi;3;2;3;74078
cs-modeling1;883m;1089Mi;1;1;1;74139
cs-modeling1;1829m;1115Mi;1;2;5;74204
cs-modeling1;2000m;1126Mi;2;2;1;74270
cs-modeling1;2002m;1150Mi;3;3;5;74337
cs-modeling1;1995m;1430Mi;4;3;1;74404
cs-modeling1;493m;1107Mi;1;1;1;74465
cs-modeling1;909m;1093Mi;1;1;5;74530
cs-modeling1;;;2;3;2;74597
cs-modeling1;1988m;1227Mi;3;1;4;74664
cs-modeling1;1978m;1136Mi;3;3;3;74725
cs-modeling1;1987m;1441Mi;3;3;5;74792
cs-modeling1;1955m;1403Mi;3;1;5;74862
cs-modeling1;1984m;1640Mi;3;1;5;74930
cs-modeling1;1989m;1778Mi;4;1;5;74996
cs-modeling1;1982m;1154Mi;4;2;3;75064
cs-modeling1;1986m;1180Mi;5;2;1;75132
cs-modeling1;2001m;1196Mi;5;3;3;75336
cs-modeling1;;;5;1;4;75407
cs-modeling1;;;5;2;4;75475
cs-modeling1;1969m;1463Mi;5;2;3;75578
cs-modeling1;1997m;1157Mi;4;1;4;75640
cs-modeling1;1986m;1148Mi;3;3;5;75709
cs-modeling1;1970m;1374Mi;4;2;4;75776
cs-modeling1;1987m;1470Mi;4;1;5;75844
cs-modeling1;1996m;1553Mi;5;2;1;75906
cs-modeling1;1984m;2008Mi;5;3;3;75995
cs-modeling1;2015m;1385Mi;5;1;4;76171
cs-modeling1;1994m;1147Mi;3;3;4;76233
cs-modeling1;1988m;1447Mi;3;2;2;76300
cs-modeling1;2000m;1578Mi;4;1;5;76368
cs-modeling1;1994m;1667Mi;4;2;2;76442
cs-modeling1;1990m;1688Mi;5;3;3;76505
cs-modeling1;1929m;1174Mi;2;3;2;76577
cs-modeling1;1963m;1135Mi;3;3;1;76644
cs-modeling1;;;1;2;2;76710
cs-modeling1;1918m;1113Mi;2;3;2;76777
cs-modeling1;398m;1091Mi;1;1;4;76838
cs-modeling1;1130m;1094Mi;1;2;2;76903
cs-modeling1;1808m;1116Mi;2;2;3;76969
cs-modeling1;1970m;1135Mi;2;2;4;77041
cs-modeling1;1433m;1101Mi;3;3;1;77106
cs-modeling1;1217m;1117Mi;1;2;4;77167
cs-modeling1;1694m;1114Mi;1;1;2;77233
cs-modeling1;1914m;1128Mi;2;1;4;77299
cs-modeling1;1964m;1141Mi;3;1;5;77366
cs-modeling1;1976m;1139Mi;3;1;3;77427
cs-modeling1;1999m;1150Mi;3;2;2;77496
cs-modeling1;2000m;1165Mi;4;3;1;77563
cs-modeling1;;;4;1;5;77632
cs-modeling1;1979m;1195Mi;5;1;3;77699
cs-modeling1;1998m;1152Mi;3;3;2;77770
cs-modeling1;1998m;1248Mi;3;1;1;77838
cs-modeling1;1976m;1147Mi;3;3;5;77905
cs-modeling1;2001m;1491Mi;3;2;4;77983
cs-modeling1;1686m;1118Mi;1;1;2;78044
cs-modeling1;2000m;1239Mi;2;3;4;78110
cs-modeling1;1953m;1471Mi;2;1;4;78177
cs-modeling1;2058m;1628Mi;3;2;5;78243
cs-modeling1;1984m;1662Mi;4;2;5;78306
cs-modeling1;;;4;1;4;78374
cs-modeling1;;;4;2;1;78441
cs-modeling1;1998m;1167Mi;3;2;2;78511
cs-modeling1;1982m;1166Mi;4;1;3;78578
cs-modeling1;1992m;1157Mi;3;2;5;78640
cs-modeling1;1824m;1124Mi;2;3;1;78709
cs-modeling1;1768m;1121Mi;2;2;3;78777
cs-modeling1;1983m;1142Mi;3;1;3;78843
cs-modeling1;1980m;1159Mi;3;3;1;78906
cs-modeling1;600m;1103Mi;1;1;2;78967
cs-modeling1;1405m;1099Mi;1;1;4;79033
cs-modeling1;1752m;1116Mi;2;2;4;79099
cs-modeling1;1994m;1154Mi;3;1;4;79166
cs-modeling1;1998m;1143Mi;4;1;5;79227
cs-modeling1;1990m;1148Mi;3;2;3;79297
cs-modeling1;1988m;1194Mi;4;3;5;79364
cs-modeling1;1974m;1436Mi;5;1;2;79430
cs-modeling1;1992m;1500Mi;5;2;5;79513
cs-modeling1;1995m;1830Mi;5;2;4;79582
cs-modeling1;1986m;1949Mi;5;3;2;79651
cs-modeling1;1197m;1090Mi;5;1;2;79814
cs-modeling1;1817m;1116Mi;1;1;4;79883
cs-modeling1;1999m;1133Mi;2;1;2;79949
cs-modeling1;2000m;1140Mi;3;1;1;80016
cs-modeling1;2002m;1166Mi;4;1;5;80083
cs-modeling1;1484m;1110Mi;2;3;4;80144
cs-modeling1;1964m;1408Mi;3;1;5;80211
cs-modeling1;2001m;1547Mi;4;3;4;80278
cs-modeling1;2000m;1800Mi;5;2;4;80344
cs-modeling1;1989m;1881Mi;4;3;1;80419
cs-modeling1;1995m;1647Mi;3;3;3;80491
cs-modeling1;1988m;1340Mi;4;2;4;80557
cs-modeling1;2000m;1409Mi;4;2;4;80625
cs-modeling1;2000m;1459Mi;5;2;3;80692
cs-modeling1;647m;1080Mi;1;2;2;80760
cs-modeling1;1813m;1107Mi;2;3;4;80827
cs-modeling1;1978m;1302Mi;3;1;2;80894
cs-modeling1;1987m;1592Mi;3;2;4;80963
cs-modeling1;1341m;1112Mi;2;1;3;81024
cs-modeling1;1798m;1107Mi;1;2;4;81090
cs-modeling1;1981m;1168Mi;2;3;3;81156
cs-modeling1;1989m;1325Mi;3;2;2;81223
cs-modeling1;1986m;1449Mi;4;2;4;81290
cs-modeling1;132m;1084Mi;1;1;4;81351
cs-modeling1;1955m;1105Mi;2;2;3;81417
cs-modeling1;1980m;1132Mi;3;1;5;81485
cs-modeling1;1973m;1152Mi;4;1;2;81552
cs-modeling1;1982m;1172Mi;4;1;3;81613
cs-modeling1;1983m;1128Mi;3;3;2;81683
cs-modeling1;1997m;1274Mi;4;2;3;81749
cs-modeling1;1995m;1143Mi;3;1;2;81818
cs-modeling1;1983m;1157Mi;4;2;3;81885
cs-modeling1;634m;1092Mi;1;1;2;81946
cs-modeling1;1693m;1102Mi;2;2;3;82013
cs-modeling1;1767m;1102Mi;2;1;1;82080
cs-modeling1;1995m;1126Mi;3;2;4;82148
cs-modeling1;225m;1085Mi;2;3;5;82210
cs-modeling1;225m;1085Mi;1;2;3;82275
cs-modeling1;1732m;1104Mi;2;3;5;82341
cs-modeling1;1985m;1489Mi;3;1;2;82408
cs-modeling1;2005m;1604Mi;4;1;3;82475
cs-modeling1;1448m;1114Mi;2;1;3;82536
cs-modeling1;1935m;1135Mi;2;2;4;82603
cs-modeling1;2001m;1115Mi;3;3;5;82670
cs-modeling1;;;3;2;2;82738
cs-modeling1;1985m;1532Mi;4;3;3;82805
cs-modeling1;395m;1091Mi;1;2;1;82874
cs-modeling1;1976m;1133Mi;2;1;4;82940
cs-modeling1;1990m;1161Mi;2;3;1;83007
cs-modeling1;1923m;1155Mi;2;2;2;83075
cs-modeling1;1266m;1113Mi;1;1;4;83135
cs-modeling1;1906m;1130Mi;2;1;1;83201
cs-modeling1;1855m;1123Mi;2;1;2;83269
cs-modeling1;1636m;1108Mi;2;1;3;83337
cs-modeling1;1995m;1135Mi;3;1;3;83404
cs-modeling1;734m;1092Mi;1;3;1;83471
cs-modeling1;1238m;1090Mi;1;3;3;83537
cs-modeling1;1902m;1111Mi;2;1;2;83603
cs-modeling1;1964m;1132Mi;2;1;3;83671
cs-modeling1;1254m;1607Mi;1;3;4;83731
cs-modeling1;1334m;1118Mi;1;1;2;83796
cs-modeling1;1984m;1123Mi;2;2;4;83863
cs-modeling1;1978m;1140Mi;3;3;1;83930
cs-modeling1;1741m;1112Mi;2;3;4;83999
cs-modeling1;265m;1093Mi;1;3;5;84060
cs-modeling1;1708m;1891Mi;2;3;3;84127
cs-modeling1;1785m;1340Mi;2;3;2;84194
cs-modeling1;1789m;1255Mi;1;3;3;84261
cs-modeling1;542m;1093Mi;1;2;2;84322
cs-modeling1;296m;1090Mi;1;3;1;84383
cs-modeling1;1556m;1108Mi;1;2;5;84448
cs-modeling1;1940m;1140Mi;2;2;2;84514
cs-modeling1;1971m;1142Mi;3;2;4;84581
cs-modeling1;1226m;1212Mi;1;3;2;84642
cs-modeling1;1324m;1102Mi;1;1;1;84707
cs-modeling1;1728m;1110Mi;1;3;1;84772
cs-modeling1;975m;1095Mi;1;3;1;84837
cs-modeling1;992m;1092Mi;1;1;3;84902
cs-modeling1;310m;1090Mi;1;3;4;84962
cs-modeling1;927m;1090Mi;1;3;5;85028
cs-modeling1;1757m;1455Mi;2;1;2;85095
cs-modeling1;1974m;1823Mi;3;1;4;85162
cs-modeling1;1987m;1132Mi;3;1;5;85223
cs-modeling1;2000m;1136Mi;3;1;2;85291
cs-modeling1;;;3;3;3;85362
cs-modeling1;1991m;1326Mi;4;3;2;85429
cs-modeling1;1988m;1534Mi;5;1;2;85495
cs-modeling1;;;1;3;3;85557
cs-modeling1;1860m;1396Mi;2;2;4;85623
cs-modeling1;1801m;1112Mi;2;2;3;85691
cs-modeling1;1977m;1144Mi;3;2;1;85757
cs-modeling1;299m;1098Mi;3;3;1;85819
cs-modeling1;1454m;1116Mi;1;1;4;85879
cs-modeling1;1870m;1145Mi;2;3;4;85945
cs-modeling1;1988m;1420Mi;3;2;3;86011
cs-modeling1;1975m;1560Mi;4;3;4;86078
cs-modeling1;1083m;1112Mi;1;2;2;86139
cs-modeling1;1776m;1118Mi;2;2;5;86205
cs-modeling1;1834m;1122Mi;2;1;4;86273
cs-modeling1;1972m;1137Mi;3;3;2;86340
cs-modeling1;1973m;1227Mi;4;2;3;6
cs-modeling1;1625m;1115Mi;1;2;3;73
cs-modeling1;1811m;1122Mi;2;3;5;139
cs-modeling1;1967m;1513Mi;3;2;1;206
cs-modeling1;1972m;1594Mi;4;1;1;273
cs-modeling1;978m;1115Mi;1;2;2;334
cs-modeling1;1511m;1115Mi;1;2;2;398
cs-modeling1;1827m;1113Mi;2;2;2;465
cs-modeling1;2000m;1143Mi;3;1;2;531
cs-modeling1;1986m;1141Mi;3;1;3;600
cs-modeling1;1093m;1123Mi;1;2;1;661
cs-modeling1;1098m;1098Mi;1;1;3;727
cs-modeling1;1837m;1114Mi;2;3;2;793
cs-modeling1;1964m;1182Mi;3;3;5;860
cs-modeling1;1297m;1119Mi;2;1;3;921
cs-modeling1;1127m;1199Mi;1;3;3;987
cs-modeling1;1966m;1413Mi;2;3;4;1053
cs-modeling1;;;2;2;5;1121
cs-modeling1;1989m;1597Mi;3;1;3;1187
cs-modeling1;1258m;1119Mi;1;3;5;1248
cs-modeling1;1795m;1585Mi;2;1;4;1314
cs-modeling1;2000m;1814Mi;3;3;2;1385
cs-modeling1;1967m;2085Mi;4;2;4;1452
cs-modeling1;1988m;1162Mi;3;1;4;1514
cs-modeling1;2000m;1152Mi;2;2;2;1589
cs-modeling1;1985m;1140Mi;3;2;4;1656
cs-modeling1;1998m;1158Mi;4;3;4;1723
cs-modeling1;2000m;1330Mi;5;3;5;1789
cs-modeling1;;;2;3;3;1860
cs-modeling1;;;3;2;4;1927
cs-modeling1;;;3;3;4;1995
cs-modeling1;;;3;1;1;2063
cs-modeling1;1417m;1109Mi;1;2;5;2126
cs-modeling1;1255m;1092Mi;1;2;3;2190
cs-modeling1;1681m;1102Mi;2;1;1;2256
cs-modeling1;1987m;1130Mi;3;2;1;2323
cs-modeling1;469m;1089Mi;2;2;1;2398
cs-modeling1;424m;1089Mi;1;2;2;2459
cs-modeling1;1805m;1106Mi;1;1;3;2525
cs-modeling1;1947m;1138Mi;2;2;1;2592
cs-modeling1;1965m;1139Mi;3;2;1;2658
cs-modeling1;1731m;1107Mi;2;1;5;2719
cs-modeling1;1938m;1107Mi;2;1;3;2787
cs-modeling1;2000m;1133Mi;3;2;2;2853
cs-modeling1;1993m;1150Mi;4;2;2;2920
cs-modeling1;1986m;1144Mi;4;2;3;2988
cs-modeling1;1678m;1110Mi;1;1;3;3050
cs-modeling1;1814m;1103Mi;2;1;1;3116
cs-modeling1;1973m;1128Mi;3;1;2;3183
cs-modeling1;1998m;1143Mi;3;2;2;3261
cs-modeling1;1217m;1110Mi;1;1;4;3322
cs-modeling1;1127m;1088Mi;1;1;5;3388
cs-modeling1;1805m;1119Mi;2;3;3;3454
cs-modeling1;1984m;1299Mi;3;3;4;3521
cs-modeling1;1992m;1614Mi;4;3;4;3588
cs-modeling1;2000m;2084Mi;2;3;3;3658
cs-modeling1;1878m;1110Mi;2;1;5;3726
cs-modeling1;1932m;1127Mi;2;2;1;3793
cs-modeling1;1974m;1127Mi;3;3;1;3861
cs-modeling1;1532m;1132Mi;2;1;5;3922
cs-modeling1;1761m;1121Mi;2;1;2;3990
cs-modeling1;1981m;1136Mi;3;2;1;4057
cs-modeling1;1987m;1150Mi;4;1;5;4124
cs-modeling1;1990m;1168Mi;5;2;3;4192
cs-modeling1;2000m;1127Mi;2;2;2;4263
cs-modeling1;1971m;1174Mi;3;3;2;4330
cs-modeling1;1971m;1286Mi;4;2;2;4397
cs-modeling1;2000m;1180Mi;4;3;5;4465
cs-modeling1;1891m;1721Mi;2;3;5;4526
cs-modeling1;1826m;1893Mi;2;1;2;4594
cs-modeling1;1903m;1106Mi;2;1;1;4662
cs-modeling1;;;3;1;5;4729
cs-modeling1;1991m;1128Mi;2;1;4;4801
cs-modeling1;2000m;1142Mi;3;1;1;4869
cs-modeling1;1983m;1144Mi;3;1;5;4945
cs-modeling1;1999m;1162Mi;4;3;5;5013
cs-modeling1;1993m;1351Mi;3;3;5;5082
cs-modeling1;1997m;2227Mi;4;1;2;5145
cs-modeling1;1983m;2744Mi;5;3;1;5211
cs-modeling1;1990m;1980Mi;4;3;1;5282
cs-modeling1;1956m;1160Mi;3;3;2;5352
cs-modeling1;1781m;1100Mi;1;2;2;5414
cs-modeling1;804m;1380Mi;1;3;4;5474
cs-modeling1;913m;1083Mi;1;2;3;5539
cs-modeling1;1944m;1124Mi;2;1;5;5605
cs-modeling1;1987m;1128Mi;3;1;5;5671
cs-modeling1;1992m;1128Mi;3;1;5;5733
cs-modeling1;2000m;1158Mi;4;3;4;5800
cs-modeling1;2000m;1309Mi;5;3;5;5867
cs-modeling1;1989m;1719Mi;5;2;1;6027
cs-modeling1;2002m;2317Mi;4;2;4;6104
cs-modeling1;1992m;1976Mi;5;3;5;6171
cs-modeling1;1980m;2186Mi;5;1;1;6239
cs-modeling1;1989m;2268Mi;5;1;3;6320
cs-modeling1;1982m;1875Mi;4;3;5;6393
cs-modeling1;1966m;1925Mi;4;2;3;6460
cs-modeling1;1984m;2247Mi;5;3;2;6528
cs-modeling1;1985m;2482Mi;5;3;3;6610
cs-modeling1;859m;1100Mi;1;3;1;6680
cs-modeling1;947m;1097Mi;1;3;3;6745
cs-modeling1;1860m;1341Mi;2;1;1;6810
cs-modeling1;1845m;1119Mi;2;1;3;6877
cs-modeling1;561m;1095Mi;1;1;2;6938
cs-modeling1;1865m;1277Mi;1;3;4;7003
cs-modeling1;1998m;1568Mi;2;1;1;7069
cs-modeling1;1994m;1641Mi;3;2;4;7135
cs-modeling1;1941m;1122Mi;2;1;5;7204
cs-modeling1;1761m;1115Mi;2;3;1;7272
cs-modeling1;1685m;1099Mi;1;1;4;7339
cs-modeling1;1720m;1117Mi;2;2;2;7405
cs-modeling1;1990m;1130Mi;3;1;1;7472
cs-modeling1;2059m;1156Mi;1;1;4;7533
cs-modeling1;1535m;1111Mi;2;1;2;7599
cs-modeling1;1950m;1138Mi;2;2;3;7666
cs-modeling1;1999m;1168Mi;3;1;1;7734
cs-modeling1;1964m;1138Mi;4;1;1;7801
cs-modeling1;567m;1092Mi;1;3;1;7862
cs-modeling1;878m;1091Mi;1;3;4;7927
cs-modeling1;1731m;1411Mi;2;2;5;7993
cs-modeling1;1986m;1634Mi;3;3;1;8060
cs-modeling1;1979m;1631Mi;2;2;4;8121
cs-modeling1;284m;1093Mi;1;3;4;8187
cs-modeling1;1824m;1329Mi;2;3;3;8253
cs-modeling1;1989m;1751Mi;3;3;3;8319
cs-modeling1;1996m;1331Mi;3;2;2;8387
cs-modeling1;1250m;1112Mi;1;2;5;8448
cs-modeling1;1893m;1109Mi;1;1;2;8513
cs-modeling1;1838m;1120Mi;2;3;4;8585
cs-modeling1;1991m;1363Mi;2;3;5;8654
cs-modeling1;2001m;1796Mi;3;1;2;8715
cs-modeling1;686m;1092Mi;1;3;2;8782
cs-modeling1;1022m;1096Mi;1;1;2;8847
cs-modeling1;1751m;1113Mi;2;2;5;8914
cs-modeling1;1967m;1138Mi;3;3;4;8980
cs-modeling1;998m;1097Mi;1;2;2;9041
cs-modeling1;1783m;1115Mi;1;2;3;9105
cs-modeling1;1949m;1143Mi;2;1;4;9171
cs-modeling1;1973m;1146Mi;3;2;2;9238
cs-modeling1;1997m;1134Mi;3;3;2;9305
cs-modeling1;340m;1097Mi;1;2;2;9369
cs-modeling1;1817m;1115Mi;2;3;4;9435
cs-modeling1;1987m;1322Mi;3;2;1;9501
cs-modeling1;1992m;1493Mi;3;3;1;9569
cs-modeling1;274m;1091Mi;1;1;1;9629
cs-modeling1;571m;1097Mi;1;3;4;9690
cs-modeling1;571m;1097Mi;1;2;1;9755
cs-modeling1;1965m;1134Mi;2;2;4;9820
cs-modeling1;1988m;1197Mi;2;3;2;9887
cs-modeling1;287m;1090Mi;1;3;2;9948
cs-modeling1;1442m;1547Mi;1;3;5;10009
cs-modeling1;1938m;1896Mi;2;3;4;10075
cs-modeling1;2000m;2212Mi;3;3;1;10141
cs-modeling1;1991m;1985Mi;3;2;4;10206
cs-modeling1;252m;1094Mi;1;3;2;10267
cs-modeling1;116m;1096Mi;1;2;4;10333
cs-modeling1;1740m;1116Mi;2;2;5;10400
cs-modeling1;1987m;1145Mi;3;1;3;10466
cs-modeling1;1980m;1152Mi;3;2;3;10528
cs-modeling1;1749m;1118Mi;1;3;4;10595
cs-modeling1;1985m;1597Mi;2;1;2;10661
cs-modeling1;1978m;1646Mi;3;2;5;10728
cs-modeling1;2026m;1201Mi;3;2;3;10796
cs-modeling1;896m;1252Mi;1;3;4;10858
cs-modeling1;1765m;1528Mi;2;2;1;10924
cs-modeling1;1985m;1642Mi;3;2;1;10991
cs-modeling1;1980m;1138Mi;3;1;5;11059
cs-modeling1;2000m;1141Mi;2;1;2;11120
cs-modeling1;1869m;1118Mi;2;2;1;11188
cs-modeling1;;;2;1;3;11255
cs-modeling1;1975m;1127Mi;3;3;1;11322
cs-modeling1;1931m;1125Mi;2;2;1;11391
cs-modeling1;1012m;1102Mi;1;2;1;11452
cs-modeling1;1337m;1102Mi;1;1;3;11516
cs-modeling1;1822m;1105Mi;2;3;4;11582
cs-modeling1;1981m;1315Mi;3;2;2;11649
cs-modeling1;1981m;1505Mi;4;2;1;11710
cs-modeling1;306m;1084Mi;1;3;3;11775
cs-modeling1;1807m;1340Mi;2;1;3;11841
cs-modeling1;1725m;1101Mi;2;3;4;11909
cs-modeling1;2001m;1434Mi;3;2;4;11975
cs-modeling1;1300m;1107Mi;1;2;4;12036
cs-modeling1;1797m;1102Mi;1;1;4;12100
cs-modeling1;1924m;1103Mi;2;1;4;12167
cs-modeling1;2002m;1129Mi;3;1;5;12234
cs-modeling1;1996m;1151Mi;4;3;1;12301
cs-modeling1;2001m;1144Mi;3;2;3;12370
cs-modeling1;2001m;1153Mi;3;1;2;12439
cs-modeling1;1988m;1149Mi;4;3;3;12506
cs-modeling1;1996m;1252Mi;5;2;5;12573
cs-modeling1;1974m;1304Mi;2;3;3;12636
cs-modeling1;1881m;1204Mi;2;3;3;12704
cs-modeling1;1937m;1412Mi;2;1;4;12771
cs-modeling1;1871m;1113Mi;2;1;2;12839
cs-modeling1;1990m;1131Mi;3;1;5;12906
cs-modeling1;1578m;1110Mi;2;2;5;12975
cs-modeling1;1974m;1127Mi;3;1;5;13047
cs-modeling1;1989m;1153Mi;4;1;1;13114
cs-modeling1;1968m;1190Mi;5;1;2;13181
cs-modeling1;1964m;1138Mi;2;2;2;13244
cs-modeling1;1983m;1138Mi;3;3;5;13311
cs-modeling1;1977m;1428Mi;4;2;1;13377
cs-modeling1;1994m;1518Mi;5;2;5;13444
cs-modeling1;1987m;1589Mi;5;3;3;13513
cs-modeling1;1978m;1907Mi;3;1;2;13585
cs-modeling1;1980m;1935Mi;3;3;4;13652
cs-modeling1;;;3;1;4;13720
cs-modeling1;1967m;1513Mi;4;1;4;13786
cs-modeling1;1974m;1137Mi;3;1;2;13856
cs-modeling1;1990m;1159Mi;4;1;1;13923
cs-modeling1;1974m;1157Mi;4;1;5;13999
cs-modeling1;1980m;1170Mi;4;2;5;14068
cs-modeling1;1981m;1171Mi;3;1;1;14130
cs-modeling1;1972m;1166Mi;2;3;1;14199
cs-modeling1;1946m;1131Mi;2;1;4;14267
cs-modeling1;1926m;1126Mi;2;3;3;14335
cs-modeling1;1974m;1313Mi;3;3;3;14400
cs-modeling1;295m;1090Mi;1;1;3;14461
cs-modeling1;1790m;1110Mi;2;3;4;14528
cs-modeling1;1988m;1360Mi;2;2;5;14600
cs-modeling1;1998m;1492Mi;3;3;1;14666
cs-modeling1;309m;1089Mi;1;3;1;14727
cs-modeling1;1398m;1112Mi;1;2;3;14788
cs-modeling1;1800m;1106Mi;1;2;2;14856
cs-modeling1;1984m;1129Mi;2;1;3;14922
cs-modeling1;1982m;1128Mi;3;1;5;14989
cs-modeling1;1981m;1137Mi;2;2;5;15053
cs-modeling1;1984m;1136Mi;3;2;1;15120
cs-modeling1;1984m;1133Mi;3;2;1;15188
cs-modeling1;2001m;1151Mi;4;3;5;15255
cs-modeling1;1983m;1303Mi;4;1;4;15317
cs-modeling1;1999m;1917Mi;3;3;1;15386
cs-modeling1;1993m;1144Mi;2;1;2;15455
cs-modeling1;1990m;1168Mi;3;3;5;15522
cs-modeling1;1968m;1441Mi;3;2;3;15589
cs-modeling1;886m;1109Mi;1;2;2;15650
cs-modeling1;1373m;1100Mi;1;1;1;15715
cs-modeling1;1766m;1106Mi;1;1;4;15782
cs-modeling1;1621m;1110Mi;2;2;1;15848
cs-modeling1;1972m;1138Mi;3;2;5;15909
cs-modeling1;966m;1089Mi;1;2;5;15977
cs-modeling1;1463m;1110Mi;2;1;4;16043
cs-modeling1;1999m;1134Mi;3;2;5;16110
cs-modeling1;1996m;1155Mi;4;1;4;16178
cs-modeling1;1996m;1155Mi;4;1;5;16239
cs-modeling1;1971m;1204Mi;4;1;2;16308
cs-modeling1;1991m;1184Mi;5;1;3;16375
cs-modeling1;1982m;1184Mi;5;2;1;16443
cs-modeling1;1991m;1201Mi;5;1;2;16521
cs-modeling1;1995m;1157Mi;4;3;2;16591
cs-modeling1;1999m;1223Mi;5;3;1;16658
cs-modeling1;1966m;1122Mi;2;1;1;16730
cs-modeling1;1990m;1135Mi;3;3;2;16798
cs-modeling1;351m;1085Mi;1;3;5;16859
cs-modeling1;812m;1096Mi;1;3;5;16925
cs-modeling1;1780m;1466Mi;2;1;1;16991
cs-modeling1;1987m;1694Mi;3;2;5;17057
cs-modeling1;2000m;1865Mi;3;1;1;17118
cs-modeling1;795m;1096Mi;1;3;1;17187
cs-modeling1;1750m;1217Mi;1;3;2;17252
cs-modeling1;1765m;1287Mi;1;3;4;17317
cs-modeling1;1983m;1558Mi;2;2;2;17383
cs-modeling1;618m;1215Mi;1;3;2;17444
cs-modeling1;382m;1100Mi;1;1;4;17505
cs-modeling1;1958m;1128Mi;2;1;5;17570
cs-modeling1;1992m;1147Mi;3;1;1;17637
cs-modeling1;1985m;1160Mi;4;1;2;17703
cs-modeling1;1685m;1114Mi;2;2;3;17773
cs-modeling1;1972m;1147Mi;3;3;1;17840
cs-modeling1;1992m;1147Mi;3;3;5;17908
cs-modeling1;;;3;3;2;17976
cs-modeling1;1140m;1084Mi;1;2;2;18036
cs-modeling1;948m;1094Mi;1;3;1;18101
cs-modeling1;933m;1093Mi;1;1;1;18166
cs-modeling1;1414m;1114Mi;1;1;2;18232
cs-modeling1;1289m;1115Mi;2;1;5;18298
cs-modeling1;1289m;1115Mi;1;2;4;18360
cs-modeling1;1971m;1139Mi;2;2;1;18427
cs-modeling1;1973m;1183Mi;3;3;5;18494
cs-modeling1;1999m;1445Mi;4;2;4;18561
cs-modeling1;1990m;1837Mi;3;1;5;18623
cs-modeling1;1856m;1126Mi;2;1;5;18691
cs-modeling1;1975m;1135Mi;3;3;4;18758
cs-modeling1;2001m;1318Mi;4;1;3;18825
cs-modeling1;1994m;1412Mi;5;3;2;18891
cs-modeling1;1998m;1674Mi;3;1;2;18967
cs-modeling1;1995m;1158Mi;4;3;5;19033
cs-modeling1;1979m;1434Mi;4;1;1;19100
cs-modeling1;1987m;1566Mi;5;3;1;19168
cs-modeling1;1669m;1894Mi;2;1;2;19229
cs-modeling1;1045m;1101Mi;1;3;4;19295
cs-modeling1;1846m;1425Mi;2;3;2;19361
cs-modeling1;2001m;1763Mi;3;3;1;19427
cs-modeling1;1147m;1095Mi;1;3;4;19493
cs-modeling1;942m;1095Mi;1;3;4;19554
cs-modeling1;942m;1095Mi;1;1;1;19618
cs-modeling1;1795m;1113Mi;1;1;1;19686
cs-modeling1;;;1;1;2;19750
cs-modeling1;1825m;1100Mi;2;2;3;19811
cs-modeling1;293m;1096Mi;1;3;3;19872
cs-modeling1;916m;1102Mi;1;2;5;19937
cs-modeling1;1782m;1121Mi;2;1;2;20004
cs-modeling1;1971m;1140Mi;3;1;2;20070
cs-modeling1;1990m;1161Mi;1;3;5;20131
cs-modeling1;1780m;1244Mi;1;3;3;20200
cs-modeling1;1966m;1100Mi;2;1;4;20267
cs-modeling1;1955m;1117Mi;2;3;1;20334
cs-modeling1;1749m;1107Mi;2;3;4;20402
cs-modeling1;253m;1085Mi;1;3;4;20463
cs-modeling1;1847m;1605Mi;2;3;2;20530
cs-modeling1;1116m;1084Mi;1;2;4;20596
cs-modeling1;1746m;1099Mi;2;3;3;20662
cs-modeling1;1997m;1299Mi;1;2;1;20723
cs-modeling1;297m;1085Mi;1;3;3;20784
cs-modeling1;822m;1084Mi;1;1;5;20848
cs-modeling1;1780m;1101Mi;2;2;3;20915
cs-modeling1;2000m;1146Mi;3;2;3;20981
cs-modeling1;1543m;1089Mi;2;3;1;21043
cs-modeling1;1680m;1103Mi;1;1;2;21108
cs-modeling1;1860m;1109Mi;2;3;3;21174
cs-modeling1;1970m;1315Mi;3;1;3;21240
cs-modeling1;1996m;1243Mi;2;3;2;21307
cs-modeling1;292m;1084Mi;1;1;3;21367
cs-modeling1;1833m;1104Mi;1;3;3;21433
cs-modeling1;1688m;1386Mi;2;3;5;21499
cs-modeling1;1801m;1419Mi;2;3;4;21567
cs-modeling1;1985m;1827Mi;1;1;5;21628
cs-modeling1;1594m;1106Mi;2;2;1;21694
cs-modeling1;1990m;1134Mi;3;3;3;21761
cs-modeling1;1983m;1214Mi;4;1;2;21827
cs-modeling1;1992m;1407Mi;5;1;4;21894
cs-modeling1;1440m;1124Mi;1;3;4;21964
cs-modeling1;1668m;1450Mi;2;3;5;22032
cs-modeling1;2000m;1894Mi;3;2;4;22099
cs-modeling1;1938m;1646Mi;3;1;1;22177
cs-modeling1;1306m;1706Mi;1;3;5;22238
cs-modeling1;1972m;1910Mi;2;1;4;22304
cs-modeling1;1996m;1691Mi;3;1;5;22369
cs-modeling1;2000m;1132Mi;3;1;3;22437
cs-modeling1;2001m;1155Mi;4;1;1;22503
cs-modeling1;2001m;1160Mi;4;3;2;22572
cs-modeling1;1999m;1233Mi;3;1;1;22650
cs-modeling1;2001m;1130Mi;3;3;1;22718
cs-modeling1;1897m;1121Mi;2;1;3;22792
cs-modeling1;1220m;1108Mi;1;2;2;22853
cs-modeling1;2016m;1096Mi;1;3;4;22917
