NAME NODE;CPU (cores);MEMORY (bytes);ACTIVE PODS;TASK;PARAMETER;EXECUTION START TIME (seconds)
cs-modeling1;1988m;1143Mi;3;3;4;39192
cs-modeling1;1978m;1403Mi;3;2;5;39259
cs-modeling1;1992m;1157Mi;4;2;2;39321
cs-modeling1;1990m;1162Mi;4;3;5;39389
cs-modeling1;2001m;1394Mi;3;2;4;39458
cs-modeling1;2000m;1549Mi;3;1;2;39526
cs-modeling1;1980m;1690Mi;4;3;5;39593
cs-modeling1;1995m;1664Mi;2;2;3;39664
cs-modeling1;2005m;1923Mi;3;1;3;39731
cs-modeling1;1973m;1148Mi;3;2;5;39799
cs-modeling1;1982m;1194Mi;4;2;4;39866
cs-modeling1;;;4;2;1;39927
cs-modeling1;1789m;1116Mi;2;1;1;40002
cs-modeling1;1711m;1110Mi;1;2;5;40071
cs-modeling1;1753m;1117Mi;2;1;3;40137
cs-modeling1;2001m;1154Mi;3;2;4;40204
cs-modeling1;1791m;1121Mi;1;1;5;40271
cs-modeling1;1940m;1147Mi;2;1;2;40337
cs-modeling1;1986m;1159Mi;3;2;2;40404
cs-modeling1;2000m;1153Mi;4;3;1;40471
cs-modeling1;2000m;1160Mi;2;1;1;40532
cs-modeling1;826m;1098Mi;1;3;1;40598
cs-modeling1;725m;1098Mi;1;3;3;40663
cs-modeling1;1834m;1243Mi;2;3;2;40729
cs-modeling1;1290m;1437Mi;1;3;5;40795
cs-modeling1;983m;1101Mi;1;3;4;40855
cs-modeling1;1680m;1115Mi;1;1;3;40920
cs-modeling1;1970m;1191Mi;2;3;2;40987
cs-modeling1;1982m;1130Mi;3;2;4;41054
cs-modeling1;1821m;1268Mi;2;3;3;41117
cs-modeling1;958m;1110Mi;1;1;2;41177
cs-modeling1;1007m;1099Mi;1;2;1;41242
cs-modeling1;1852m;1124Mi;2;2;3;41309
cs-modeling1;1782m;1120Mi;2;1;1;41377
cs-modeling1;1952m;1124Mi;1;3;4;41438
cs-modeling1;220m;1096Mi;1;1;5;41502
cs-modeling1;1766m;1118Mi;2;2;2;41568
cs-modeling1;1974m;1151Mi;3;1;1;41635
cs-modeling1;2000m;1177Mi;4;1;5;41702
cs-modeling1;1983m;1159Mi;3;2;1;41771
cs-modeling1;1985m;1153Mi;3;1;1;41839
cs-modeling1;1991m;1164Mi;4;2;4;41907
cs-modeling1;1987m;1187Mi;5;3;2;41974
cs-modeling1;1992m;1145Mi;1;3;4;42035
cs-modeling1;936m;1103Mi;1;2;3;42100
cs-modeling1;1728m;1118Mi;2;1;5;42166
cs-modeling1;1996m;1141Mi;3;3;4;42233
cs-modeling1;1998m;1663Mi;3;1;3;42301
cs-modeling1;1967m;1161Mi;2;3;4;42373
cs-modeling1;2001m;1395Mi;3;1;1;42440
cs-modeling1;2000m;1516Mi;4;3;4;42507
cs-modeling1;2002m;1774Mi;5;1;1;42574
cs-modeling1;1996m;2016Mi;1;1;5;42636
cs-modeling1;1979m;1241Mi;2;2;3;42702
cs-modeling1;1982m;1154Mi;3;3;3;42769
cs-modeling1;1981m;1255Mi;4;2;4;42836
cs-modeling1;2002m;1711Mi;5;3;5;42903
cs-modeling1;;;2;2;3;42974
cs-modeling1;1901m;1133Mi;2;2;1;43042
cs-modeling1;1981m;1161Mi;3;2;5;43109
cs-modeling1;2000m;1194Mi;4;1;4;43175
cs-modeling1;2000m;1194Mi;3;3;2;43236
cs-modeling1;1892m;1143Mi;2;2;3;43306
cs-modeling1;1922m;1141Mi;2;1;5;43373
cs-modeling1;1979m;1170Mi;3;3;2;43440
cs-modeling1;1992m;1299Mi;3;1;5;43506
cs-modeling1;;;3;1;2;43576
cs-modeling1;1987m;1149Mi;4;3;2;43643
cs-modeling1;1998m;1221Mi;5;2;1;43709
cs-modeling1;1981m;1179Mi;5;2;2;43783
cs-modeling1;121m;1106Mi;1;3;1;43844
cs-modeling1;1179m;1111Mi;1;1;3;43909
cs-modeling1;1956m;1163Mi;2;3;3;43975
cs-modeling1;1976m;1323Mi;3;1;2;44047
cs-modeling1;1989m;1456Mi;4;2;2;44110
cs-modeling1;315m;1105Mi;1;1;4;44171
cs-modeling1;1851m;1122Mi;2;3;2;44237
cs-modeling1;1993m;1242Mi;3;2;3;44303
cs-modeling1;1977m;1169Mi;3;2;1;44371
cs-modeling1;1240m;1120Mi;1;1;3;44432
cs-modeling1;1848m;1121Mi;1;2;4;44497
cs-modeling1;1987m;1143Mi;2;1;5;44563
cs-modeling1;1961m;1168Mi;3;3;4;44629
cs-modeling1;1977m;1340Mi;4;1;3;44696
cs-modeling1;1988m;1152Mi;3;3;1;44766
cs-modeling1;1941m;1131Mi;2;3;3;44835
cs-modeling1;1978m;1295Mi;3;2;2;44902
cs-modeling1;1987m;1450Mi;4;3;3;44968
cs-modeling1;289m;1103Mi;1;3;3;45029
cs-modeling1;1764m;1120Mi;1;2;5;45091
cs-modeling1;1930m;1123Mi;2;1;4;45158
cs-modeling1;1982m;1158Mi;3;1;1;45224
cs-modeling1;2000m;1181Mi;4;3;1;45291
cs-modeling1;978m;1433Mi;1;3;4;45352
cs-modeling1;1006m;1120Mi;1;1;4;45417
cs-modeling1;1758m;1126Mi;2;2;3;45484
cs-modeling1;1980m;1143Mi;3;2;1;45551
cs-modeling1;1974m;1169Mi;4;3;3;45612
cs-modeling1;631m;1101Mi;1;2;2;45680
cs-modeling1;1775m;1124Mi;2;2;4;45746
cs-modeling1;1993m;1143Mi;3;3;5;45813
cs-modeling1;1976m;1447Mi;3;1;3;45882
cs-modeling1;1657m;1290Mi;2;3;3;45943
cs-modeling1;1672m;1117Mi;1;1;3;46010
cs-modeling1;1728m;1127Mi;2;2;1;46077
cs-modeling1;1987m;1155Mi;3;1;5;46143
cs-modeling1;2020m;1166Mi;4;1;3;46209
cs-modeling1;1805m;1125Mi;2;2;1;46280
cs-modeling1;1986m;1148Mi;3;1;1;46346
cs-modeling1;1970m;1167Mi;4;2;4;46412
cs-modeling1;1989m;1226Mi;5;3;4;46480
cs-modeling1;858m;1475Mi;1;3;5;46541
cs-modeling1;1971m;1926Mi;2;2;1;46608
cs-modeling1;1997m;1928Mi;3;3;4;46674
cs-modeling1;1974m;1395Mi;3;1;2;46742
cs-modeling1;1991m;1520Mi;3;3;4;46809
cs-modeling1;302m;1105Mi;1;2;3;46870
cs-modeling1;1793m;1130Mi;2;3;1;46936
cs-modeling1;762m;1108Mi;1;1;1;47002
cs-modeling1;1776m;1127Mi;1;1;5;47068
cs-modeling1;1245m;1131Mi;2;3;2;47129
cs-modeling1;1746m;1124Mi;1;1;4;47195
cs-modeling1;1934m;1146Mi;2;1;4;47261
cs-modeling1;1981m;1155Mi;3;2;4;47327
cs-modeling1;1974m;1172Mi;4;2;4;47395
cs-modeling1;1994m;1172Mi;4;1;2;47463
cs-modeling1;1988m;1172Mi;4;2;2;47531
cs-modeling1;1985m;1198Mi;5;2;3;47598
cs-modeling1;2001m;1194Mi;5;1;1;47666
cs-modeling1;1293m;1131Mi;3;2;5;47729
cs-modeling1;1758m;1137Mi;1;2;1;47795
cs-modeling1;1888m;1156Mi;2;3;4;47860
cs-modeling1;1944m;1498Mi;2;3;1;47928
cs-modeling1;1812m;1640Mi;2;3;1;47995
cs-modeling1;415m;1127Mi;1;2;3;48056
cs-modeling1;306m;1105Mi;1;1;4;48125
cs-modeling1;1780m;1128Mi;2;3;5;48191
cs-modeling1;1991m;1414Mi;3;3;3;48257
cs-modeling1;1986m;1616Mi;4;1;4;48319
cs-modeling1;1973m;1136Mi;2;2;4;48389
cs-modeling1;1975m;1181Mi;3;3;3;48456
cs-modeling1;1991m;1351Mi;4;3;2;48522
cs-modeling1;1990m;1559Mi;5;1;5;48588
cs-modeling1;1744m;1151Mi;2;1;3;48650
cs-modeling1;1988m;1171Mi;3;3;1;48716
cs-modeling1;2000m;1157Mi;3;1;3;48784
cs-modeling1;1989m;1153Mi;3;2;3;48853
cs-modeling1;1995m;1173Mi;4;1;1;48914
cs-modeling1;314m;1103Mi;1;3;3;48981
cs-modeling1;1830m;1346Mi;2;2;4;49047
cs-modeling1;1991m;1151Mi;2;3;1;49115
cs-modeling1;1962m;1172Mi;2;3;5;49182
cs-modeling1;1043m;1126Mi;1;2;2;49243
cs-modeling1;1486m;1116Mi;1;3;3;49308
cs-modeling1;1982m;1423Mi;2;1;1;49374
cs-modeling1;1926m;1161Mi;2;3;4;49441
cs-modeling1;1770m;1494Mi;2;2;2;49509
cs-modeling1;304m;1111Mi;1;2;4;49570
cs-modeling1;996m;1111Mi;1;3;2;49635
cs-modeling1;1714m;1252Mi;1;3;2;49699
cs-modeling1;1688m;1247Mi;1;1;2;49764
cs-modeling1;291m;1112Mi;1;3;2;49825
cs-modeling1;576m;1103Mi;1;2;3;49885
cs-modeling1;;;1;1;3;49951
cs-modeling1;1784m;1126Mi;2;3;4;50017
cs-modeling1;1994m;1408Mi;3;2;4;50083
cs-modeling1;715m;1123Mi;1;1;1;50144
cs-modeling1;1013m;1115Mi;1;1;3;50210
cs-modeling1;1683m;1134Mi;2;3;1;50276
cs-modeling1;1795m;1130Mi;2;1;3;50343
cs-modeling1;1744m;1132Mi;3;1;3;50409
cs-modeling1;1742m;1133Mi;1;1;1;50476
cs-modeling1;1786m;1132Mi;1;2;5;50541
cs-modeling1;1970m;1143Mi;2;2;4;50607
cs-modeling1;1977m;1209Mi;3;3;1;50673
cs-modeling1;113m;1115Mi;1;3;4;50734
cs-modeling1;1535m;1114Mi;1;2;1;50799
cs-modeling1;1818m;1124Mi;2;1;2;50865
cs-modeling1;1931m;1132Mi;2;3;5;50933
cs-modeling1;1999m;1405Mi;3;2;3;51000
cs-modeling1;1796m;1913Mi;1;2;4;51062
cs-modeling1;1801m;1130Mi;2;3;2;51129
cs-modeling1;1976m;1239Mi;3;2;4;51196
cs-modeling1;1938m;1153Mi;2;1;2;51265
cs-modeling1;1335m;1126Mi;2;2;3;51326
cs-modeling1;1651m;1143Mi;1;3;2;51391
cs-modeling1;1252m;1131Mi;1;2;2;51456
cs-modeling1;1900m;1145Mi;2;1;3;51522
cs-modeling1;1993m;1158Mi;2;3;3;51597
cs-modeling1;332m;1109Mi;1;3;3;51658
cs-modeling1;945m;1111Mi;1;3;5;51722
cs-modeling1;1802m;1448Mi;2;2;2;51788
cs-modeling1;1965m;1642Mi;3;1;3;51855
cs-modeling1;1987m;1152Mi;4;2;3;51916
cs-modeling1;;;1;3;3;51983
cs-modeling1;1892m;1413Mi;2;2;5;52050
cs-modeling1;1870m;1130Mi;2;2;1;52117
cs-modeling1;1977m;1172Mi;3;1;1;52184
cs-modeling1;1977m;1172Mi;1;1;4;52245
cs-modeling1;1355m;1134Mi;2;2;5;52312
cs-modeling1;1966m;1147Mi;2;1;3;52379
cs-modeling1;1996m;1171Mi;3;2;1;52446
cs-modeling1;2000m;1166Mi;4;1;4;52510
cs-modeling1;1952m;1142Mi;2;3;3;52580
cs-modeling1;2001m;1318Mi;3;2;5;52652
cs-modeling1;2000m;1448Mi;3;2;5;52727
cs-modeling1;1989m;1144Mi;3;1;5;52795
cs-modeling1;1993m;1196Mi;2;3;2;52864
cs-modeling1;1983m;1143Mi;3;3;2;52931
cs-modeling1;1992m;1136Mi;3;1;3;52999
cs-modeling1;1985m;1140Mi;3;3;3;53067
cs-modeling1;1951m;1254Mi;2;2;2;53128
cs-modeling1;1315m;1098Mi;1;2;1;53193
cs-modeling1;1747m;1118Mi;2;3;2;53260
cs-modeling1;1886m;1244Mi;1;1;2;53325
cs-modeling1;1641m;1124Mi;2;1;2;53392
cs-modeling1;1072m;1098Mi;1;1;2;53453
cs-modeling1;1821m;1120Mi;1;2;5;53518
cs-modeling1;1967m;1138Mi;2;1;1;53585
cs-modeling1;1974m;1145Mi;3;2;4;53651
cs-modeling1;1955m;1162Mi;3;1;2;53712
cs-modeling1;1005m;1109Mi;1;1;5;53773
cs-modeling1;1764m;1130Mi;2;1;3;53840
cs-modeling1;2002m;1141Mi;3;3;1;53907
cs-modeling1;1992m;1145Mi;3;1;3;53975
cs-modeling1;1986m;1166Mi;3;3;2;54036
cs-modeling1;1843m;1113Mi;1;2;3;54103
cs-modeling1;1594m;1127Mi;2;2;4;54168
cs-modeling1;1971m;1141Mi;3;1;2;54236
cs-modeling1;1998m;1159Mi;3;1;3;54309
cs-modeling1;1737m;1136Mi;1;3;5;54376
cs-modeling1;1824m;1615Mi;2;3;3;54441
cs-modeling1;1986m;1965Mi;3;1;5;54508
cs-modeling1;1990m;2157Mi;4;1;3;54574
cs-modeling1;2001m;1944Mi;3;1;4;54636
cs-modeling1;2001m;1141Mi;3;2;3;54703
cs-modeling1;1996m;1171Mi;4;1;5;54770
cs-modeling1;1983m;1188Mi;5;3;2;54837
cs-modeling1;1986m;1289Mi;5;2;4;54924
cs-modeling1;;;4;1;4;54995
cs-modeling1;;;5;2;3;55062
cs-modeling1;1986m;1193Mi;5;3;1;55130
cs-modeling1;1997m;1199Mi;5;1;2;55208
cs-modeling1;1973m;1185Mi;3;1;1;55283
cs-modeling1;1989m;1181Mi;4;1;4;55350
cs-modeling1;;;4;3;5;55419
cs-modeling1;1993m;1381Mi;4;2;2;55487
cs-modeling1;1992m;1796Mi;3;2;5;55552
cs-modeling1;1972m;1960Mi;3;1;3;55622
cs-modeling1;1969m;1176Mi;3;2;3;55693
cs-modeling1;1980m;1195Mi;4;2;5;55760
cs-modeling1;1992m;1213Mi;5;2;2;55822
cs-modeling1;;;3;1;4;55893
cs-modeling1;2000m;1146Mi;3;2;1;55961
cs-modeling1;2000m;1155Mi;3;3;5;56030
cs-modeling1;1984m;1226Mi;4;1;5;56096
cs-modeling1;1992m;1588Mi;4;3;2;56163
cs-modeling1;1999m;2124Mi;4;3;2;56242
cs-modeling1;1962m;1255Mi;3;3;3;56312
cs-modeling1;1973m;1310Mi;3;1;3;56380
cs-modeling1;1996m;1155Mi;1;1;1;56441
cs-modeling1;944m;1113Mi;1;1;2;56506
cs-modeling1;1767m;1128Mi;2;3;5;56572
cs-modeling1;;;2;3;1;56647
cs-modeling1;1956m;1737Mi;2;3;4;56710
cs-modeling1;284m;1112Mi;1;3;3;56771
cs-modeling1;676m;1116Mi;1;3;1;56836
cs-modeling1;796m;1112Mi;1;3;3;56901
cs-modeling1;1761m;1388Mi;2;1;3;56968
cs-modeling1;315m;1115Mi;2;3;2;57029
cs-modeling1;315m;1115Mi;1;3;1;57089
cs-modeling1;683m;1110Mi;1;2;2;57155
cs-modeling1;1767m;1127Mi;2;2;5;57222
cs-modeling1;2000m;1153Mi;3;3;4;57289
cs-modeling1;871m;1113Mi;1;1;1;57349
cs-modeling1;1603m;1131Mi;1;2;3;57414
cs-modeling1;1791m;1138Mi;2;2;3;57481
cs-modeling1;1986m;1198Mi;3;2;5;57547
cs-modeling1;1991m;1175Mi;4;2;5;57610
cs-modeling1;;;1;1;3;57679
cs-modeling1;1957m;1133Mi;2;3;5;57745
cs-modeling1;1987m;1344Mi;3;2;1;57812
cs-modeling1;1988m;1649Mi;4;2;1;57878
cs-modeling1;1168m;1141Mi;1;2;4;57939
cs-modeling1;1851m;1119Mi;1;2;4;58005
cs-modeling1;1926m;1172Mi;2;3;2;58071
cs-modeling1;1980m;1200Mi;3;3;1;58137
cs-modeling1;1239m;1111Mi;1;2;5;58206
cs-modeling1;339m;1113Mi;1;2;5;58266
cs-modeling1;1824m;1134Mi;1;3;2;58331
cs-modeling1;1418m;1117Mi;1;2;3;58396
cs-modeling1;1862m;1140Mi;2;2;5;58462
cs-modeling1;1263m;1136Mi;2;1;3;58523
cs-modeling1;1757m;1130Mi;1;1;5;58588
cs-modeling1;1961m;1157Mi;2;1;4;58655
cs-modeling1;1967m;1164Mi;3;3;3;58721
cs-modeling1;1980m;1318Mi;4;1;5;58788
cs-modeling1;1988m;1182Mi;4;2;1;58853
cs-modeling1;1973m;1204Mi;5;2;4;58920
cs-modeling1;;;5;1;5;59084
cs-modeling1;;;4;3;5;59148
cs-modeling1;1994m;1433Mi;4;1;2;59216
cs-modeling1;2001m;1577Mi;5;2;5;59283
cs-modeling1;1996m;1615Mi;5;1;1;59351
cs-modeling1;1991m;1681Mi;5;2;5;59441
cs-modeling1;1990m;1962Mi;5;2;3;59510
cs-modeling1;1985m;2013Mi;5;3;1;59712
cs-modeling1;384m;1120Mi;1;2;2;59782
cs-modeling1;1790m;1138Mi;2;3;5;59848
cs-modeling1;2000m;1406Mi;3;3;5;59914
cs-modeling1;1978m;2051Mi;3;3;4;59984
cs-modeling1;1865m;1114Mi;2;1;1;60047
cs-modeling1;1720m;1113Mi;1;1;1;60112
cs-modeling1;1794m;1111Mi;1;2;2;60178
cs-modeling1;1958m;1122Mi;2;1;5;60245
cs-modeling1;1992m;1138Mi;3;2;5;60310
cs-modeling1;1823m;1129Mi;2;1;4;60379
cs-modeling1;1995m;1133Mi;3;1;4;60446
cs-modeling1;1980m;1164Mi;4;3;2;60513
cs-modeling1;1993m;1305Mi;4;1;3;60582
cs-modeling1;1993m;1305Mi;4;2;4;60644
cs-modeling1;1981m;1185Mi;4;3;3;60713
cs-modeling1;1990m;1348Mi;4;3;1;60781
cs-modeling1;1994m;1438Mi;3;1;3;60850
cs-modeling1;1978m;1148Mi;3;3;1;60913
cs-modeling1;312m;1094Mi;1;2;1;60974
cs-modeling1;1374m;1096Mi;1;3;1;61039
cs-modeling1;843m;1095Mi;1;3;4;61104
cs-modeling1;1722m;1411Mi;2;1;4;61171
cs-modeling1;1981m;1630Mi;2;2;4;61232
cs-modeling1;1818m;1113Mi;2;1;1;61300
cs-modeling1;1694m;1106Mi;2;2;1;61366
cs-modeling1;1981m;1155Mi;2;1;1;61434
cs-modeling1;1922m;1126Mi;2;2;5;61501
cs-modeling1;1216m;1104Mi;1;2;1;61562
cs-modeling1;1351m;1076Mi;1;1;2;61627
cs-modeling1;1784m;1101Mi;2;2;2;61694
cs-modeling1;1962m;1122Mi;3;3;3;61760
cs-modeling1;1985m;1275Mi;1;1;2;61821
cs-modeling1;228m;1085Mi;1;3;1;61882
cs-modeling1;711m;1082Mi;1;3;3;61947
cs-modeling1;1687m;1321Mi;2;3;2;62013
cs-modeling1;1821m;1101Mi;1;2;1;62079
cs-modeling1;595m;1084Mi;1;2;4;62139
cs-modeling1;996m;1084Mi;1;3;3;62200
cs-modeling1;1820m;1101Mi;1;2;3;62265
cs-modeling1;1977m;1121Mi;2;2;5;62331
cs-modeling1;1973m;1135Mi;3;1;3;62397
cs-modeling1;755m;1081Mi;1;3;1;62458
cs-modeling1;1818m;1110Mi;1;2;3;62523
cs-modeling1;1963m;1114Mi;2;2;2;62589
cs-modeling1;2001m;1130Mi;3;1;4;62656
cs-modeling1;2000m;1129Mi;3;1;3;62717
cs-modeling1;1943m;1116Mi;1;1;2;62784
cs-modeling1;1743m;1103Mi;2;1;1;62850
cs-modeling1;1979m;1130Mi;3;3;1;62917
cs-modeling1;1854m;1107Mi;1;1;2;62984
cs-modeling1;1257m;1103Mi;1;2;5;63044
cs-modeling1;1764m;1107Mi;1;2;3;63109
cs-modeling1;1967m;1112Mi;2;3;5;63175
cs-modeling1;1972m;1455Mi;3;3;2;63241
cs-modeling1;1984m;1679Mi;4;3;5;63307
cs-modeling1;1339m;1093Mi;1;3;5;63376
cs-modeling1;1817m;1488Mi;2;3;1;63447
cs-modeling1;1988m;1704Mi;2;3;2;63515
cs-modeling1;1980m;1909Mi;2;2;1;63582
cs-modeling1;336m;1078Mi;1;2;2;63642
cs-modeling1;1503m;1083Mi;1;3;2;63703
cs-modeling1;749m;1087Mi;1;3;1;63767
cs-modeling1;1942m;1103Mi;1;2;4;63832
cs-modeling1;1968m;1123Mi;2;2;2;63899
cs-modeling1;1059m;1104Mi;1;1;5;63959
cs-modeling1;1970m;1116Mi;2;1;2;64026
cs-modeling1;1994m;1154Mi;3;3;2;64092
cs-modeling1;1985m;1266Mi;4;2;3;64159
cs-modeling1;1972m;1145Mi;3;2;2;64220
cs-modeling1;911m;1082Mi;1;1;5;64287
cs-modeling1;1840m;1112Mi;2;3;1;64353
cs-modeling1;1906m;1104Mi;2;1;3;64420
cs-modeling1;1969m;1173Mi;3;3;4;64488
cs-modeling1;1826m;1108Mi;2;1;1;64551
cs-modeling1;;;1;1;5;64618
cs-modeling1;1961m;1106Mi;2;3;5;64685
cs-modeling1;1998m;1379Mi;3;1;1;64752
cs-modeling1;1990m;1530Mi;4;3;3;64813
cs-modeling1;1740m;1116Mi;2;1;3;64882
cs-modeling1;1933m;1113Mi;2;1;4;64950
cs-modeling1;1991m;1146Mi;3;3;1;65017
cs-modeling1;1967m;1158Mi;3;3;4;65085
cs-modeling1;925m;1280Mi;1;3;5;65146
cs-modeling1;1817m;1555Mi;2;1;3;65212
cs-modeling1;1980m;1771Mi;3;2;1;65278
cs-modeling1;1989m;1915Mi;4;1;5;65345
cs-modeling1;1976m;1951Mi;5;3;4;65406
cs-modeling1;1988m;1623Mi;3;2;4;65476
cs-modeling1;1994m;1132Mi;3;3;5;65545
cs-modeling1;1986m;1232Mi;4;1;3;65611
cs-modeling1;2000m;1543Mi;5;3;2;65680
cs-modeling1;1987m;1946Mi;4;1;2;65743
cs-modeling1;1981m;1942Mi;4;1;3;65811
cs-modeling1;1978m;1132Mi;3;1;2;65881
cs-modeling1;1992m;1154Mi;4;3;2;65948
cs-modeling1;2001m;1234Mi;5;1;1;66009
cs-modeling1;305m;1085Mi;1;2;1;66071
cs-modeling1;1835m;1113Mi;2;2;4;66137
cs-modeling1;1926m;1106Mi;2;3;4;66204
cs-modeling1;1981m;1419Mi;3;1;5;66271
cs-modeling1;1367m;1110Mi;2;3;2;66332
cs-modeling1;1953m;1128Mi;2;1;3;66399
cs-modeling1;1868m;1114Mi;2;1;2;66466
cs-modeling1;1997m;1132Mi;3;2;4;66533
cs-modeling1;2000m;1154Mi;4;2;2;66600
cs-modeling1;283m;1091Mi;1;1;1;66668
cs-modeling1;1685m;1108Mi;1;3;4;66737
cs-modeling1;1784m;1334Mi;2;2;4;66803
cs-modeling1;1999m;1647Mi;3;1;5;66869
cs-modeling1;1689m;1111Mi;2;3;3;66930
cs-modeling1;1928m;1132Mi;2;1;4;66998
cs-modeling1;1944m;1109Mi;2;2;2;67065
cs-modeling1;1979m;1146Mi;3;1;1;67132
cs-modeling1;1985m;1156Mi;4;2;4;67198
cs-modeling1;1113m;1096Mi;1;3;5;67267
cs-modeling1;1739m;1422Mi;2;3;1;67334
cs-modeling1;1829m;1706Mi;2;3;1;67401
cs-modeling1;1959m;1921Mi;2;3;5;67469
cs-modeling1;705m;1088Mi;2;2;1;67530
cs-modeling1;1770m;1111Mi;1;2;4;67597
cs-modeling1;1970m;1136Mi;2;1;3;67663
cs-modeling1;1984m;1138Mi;3;2;4;67730
cs-modeling1;1985m;1192Mi;4;3;3;67796
cs-modeling1;346m;1091Mi;1;1;4;67858
cs-modeling1;1817m;1108Mi;2;2;2;67925
cs-modeling1;2000m;1132Mi;3;1;1;67991
cs-modeling1;2001m;1158Mi;4;2;2;68059
cs-modeling1;319m;1093Mi;4;3;2;68120
cs-modeling1;;;1;1;1;68188
cs-modeling1;1806m;1102Mi;1;3;2;68254
cs-modeling1;873m;1094Mi;1;2;2;68325
cs-modeling1;1709m;1118Mi;2;3;1;68391
cs-modeling1;308m;1096Mi;1;1;3;68451
cs-modeling1;355m;1096Mi;1;2;4;68517
cs-modeling1;1798m;1119Mi;2;2;5;68583
cs-modeling1;1991m;1136Mi;3;1;1;68650
cs-modeling1;1847m;1113Mi;4;2;2;68711
cs-modeling1;1888m;1333Mi;1;3;5;68780
cs-modeling1;1979m;1588Mi;2;2;2;68846
cs-modeling1;1990m;1796Mi;3;2;4;68913
cs-modeling1;1989m;1948Mi;4;2;2;68980
cs-modeling1;1104m;1097Mi;1;1;1;69041
cs-modeling1;934m;1100Mi;1;2;5;69107
cs-modeling1;1743m;1118Mi;2;2;3;69173
cs-modeling1;1968m;1136Mi;3;3;3;69240
cs-modeling1;1975m;1250Mi;4;1;4;69305
cs-modeling1;1912m;1120Mi;2;1;3;69375
cs-modeling1;1953m;1137Mi;2;2;3;69443
cs-modeling1;1981m;1177Mi;3;2;5;69510
cs-modeling1;1986m;1162Mi;4;2;1;69578
cs-modeling1;1717m;1113Mi;1;2;3;69639
cs-modeling1;1266m;1110Mi;1;2;5;69703
cs-modeling1;1755m;1114Mi;2;3;2;69770
cs-modeling1;1969m;1260Mi;3;1;2;69836
cs-modeling1;483m;1093Mi;3;2;1;69905
cs-modeling1;990m;1095Mi;1;2;3;69966
cs-modeling1;1808m;1116Mi;1;1;5;70031
cs-modeling1;1982m;1137Mi;2;1;5;70097
cs-modeling1;1988m;1144Mi;3;1;4;70164
cs-modeling1;1998m;1176Mi;4;1;2;70225
cs-modeling1;1982m;1224Mi;5;2;3;70291
cs-modeling1;1993m;1192Mi;5;1;5;70517
cs-modeling1;1965m;1133Mi;3;3;2;70589
cs-modeling1;2000m;1188Mi;3;3;2;70658
cs-modeling1;1931m;1167Mi;3;3;5;70725
cs-modeling1;1980m;1464Mi;3;3;2;70793
cs-modeling1;1666m;1117Mi;1;2;3;70860
cs-modeling1;1781m;1110Mi;2;3;2;70927
cs-modeling1;2000m;1252Mi;3;3;5;70993
cs-modeling1;1714m;1384Mi;2;1;4;71062
cs-modeling1;1990m;1602Mi;3;2;2;71123
cs-modeling1;1985m;1130Mi;1;2;3;71191
cs-modeling1;1706m;1108Mi;2;3;3;71257
cs-modeling1;1977m;1221Mi;3;1;1;71324
cs-modeling1;1965m;1435Mi;3;3;4;71392
cs-modeling1;1368m;1100Mi;1;1;3;71452
cs-modeling1;1302m;1093Mi;1;3;4;71517
cs-modeling1;1903m;1508Mi;2;1;3;71584
cs-modeling1;1966m;1628Mi;3;2;3;71651
cs-modeling1;1986m;1276Mi;3;3;5;71713
cs-modeling1;1654m;1625Mi;1;3;3;71779
cs-modeling1;1784m;1371Mi;2;3;3;71845
cs-modeling1;1765m;1232Mi;2;2;3;71913
cs-modeling1;1992m;1224Mi;2;3;3;71980
cs-modeling1;626m;1083Mi;1;3;2;72041
cs-modeling1;1833m;1105Mi;1;1;2;72102
cs-modeling1;1819m;1100Mi;1;1;5;72167
cs-modeling1;1955m;1106Mi;2;1;3;72234
cs-modeling1;1981m;1214Mi;3;3;5;72300
cs-modeling1;1993m;1904Mi;3;1;5;72368
cs-modeling1;2000m;1939Mi;4;1;2;72434
cs-modeling1;1982m;1948Mi;5;1;1;72501
cs-modeling1;1979m;1170Mi;5;3;4;72569
cs-modeling1;1981m;1254Mi;3;3;1;72630
cs-modeling1;1988m;1152Mi;2;3;1;72699
cs-modeling1;1601m;1102Mi;1;2;1;72764
cs-modeling1;1929m;1125Mi;2;3;3;72831
cs-modeling1;1986m;1401Mi;2;1;2;72899
cs-modeling1;1376m;1104Mi;1;2;1;72960
cs-modeling1;1003m;1094Mi;1;2;1;73026
cs-modeling1;1821m;1126Mi;2;1;2;73092
cs-modeling1;1710m;1105Mi;2;1;1;73160
cs-modeling1;1991m;1129Mi;1;1;3;73221
cs-modeling1;570m;1086Mi;1;1;2;73282
cs-modeling1;1775m;1108Mi;1;3;5;73347
cs-modeling1;1827m;1408Mi;2;2;2;73412
cs-modeling1;2001m;2045Mi;3;3;4;73479
cs-modeling1;1275m;1108Mi;1;1;5;73540
cs-modeling1;1981m;1138Mi;2;2;2;73606
cs-modeling1;1973m;1162Mi;3;1;4;73673
cs-modeling1;1983m;1202Mi;4;3;3;73739
cs-modeling1;1998m;1287Mi;5;2;3;73805
cs-modeling1;1999m;1131Mi;2;3;3;73877
cs-modeling1;1979m;1287Mi;3;2;3;73943
cs-modeling1;1963m;1412Mi;3;1;3;74010
